date_imposition,numero_sanction,montant,remarque
402205086,2023-02-28,"2 500,00 $", 
402190511,2023-02-27,"3 500,00 $", 
402213498,2023-02-27,"2 500,00 $", 
402195354,2023-02-27,"1 000,00 $",1 
402197865,2023-02-27,"3 500,00 $", 
402199973,2023-02-27,"2 500,00 $",Une demande de réexamen a été reçue le 8 mars 2023. Désistement de la demande de réexamen le 25 octobre 2023. La sanction administrative pécuniaire est maintenue. 
402215798,2023-02-24,"1 000,00 $", 
402206083,2023-02-24,"5 000,00 $",Une demande de réexamen a été reçue le 24 mars 2023. La décision du Bureau de réexamen a été rendue le 15 juillet 2024. La sanction administrative pécuniaire est maintenue. 
402206489,2023-02-23,"5 000,00 $", 
402194874,2023-02-23,"10 000,00 $", 
402188773,2023-02-23,"10 000,00 $", 
402204896,2023-02-23,"10 000,00 $", 
402209595,2023-02-23,"5 000,00 $",Une demande de réexamen a été reçue le 23 mars 2023. La décision du Bureau de réexamen a été rendue le 26 janvier 2024. La sanction administrative pécuniaire est maintenue.  
402183310,2023-02-23,"5 000,00 $",Une demande de réexamen a été reçue le 12 mars 2023. La décision du Bureau de réexamen a été rendue le 30 janvier 2024. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 18 mars 2024. 
402184722,2023-02-23,"7 500,00 $",Une demande de réexamen a été reçue le 16 mars 2023. La décision du Bureau de réexamen a été rendue le 30 janvier 2024. La sanction administrative pécuniaire est maintenue.  
402181909,2023-02-23,"3 500,00 $", 
402187823,2023-02-22,"500,00 $", 
402210694,2023-02-22,"5 000,00 $",Une demande de réexamen a été reçue le 1er mai 2023. La demande de réexamen hors délai peut être admise. La décision du Bureau de réexamen a été rendue le 26 mars 2024. La sanction administrative pécuniaire est maintenue.  
402153803,2023-02-22,"5 000,00 $", 
402171532,2023-02-22,"2 500,00 $", 
402196119,2023-02-22,"2 500,00 $",Une demande de réexamen a été reçue le 24 mars 2023. La décision du Bureau de réexamen a été rendue le 9 février 2024. La sanction administrative pécuniaire est maintenue.  
402211513,2023-02-21,"1 000,00 $", 
402189523,2023-02-17,"2 500,00 $", 
402188310,2023-02-17,"10 000,00 $", 
402186508,2023-02-16,"2 000,00 $",Une demande de réexamen a été reçue le 21 février 2023. La décision du Bureau de réexamen a été rendue le 19 janvier 2024. La sanction administrative pécuniaire est maintenue. Une requête au Tribunal administratif du Québec a été déposée le 9 février 2024. 
402190899,2023-02-15,"5 000,00 $",Une demande de réexamen a été reçue le 7 mars 2023. Désistement de la demande de réexamen le 22 août 2023. La sanction administrative pécuniaire est maintenue.  
402153470,2023-02-15,"5 000,00 $", 
402200834,2023-02-14,"1 000,00 $", 
402200830,2023-02-14,"1 000,00 $", 
402206206,2023-02-14,"2 500,00 $", 
402192763,2023-02-14,"2 500,00 $",Une demande de réexamen a été reçue le 15 mars 2023. La décision du Bureau de réexamen a été rendue le 26 janvier 2024. La sanction administrative pécuniaire est annulée.  
402200902,2023-02-14,"5 000,00 $", 
402191439,2023-02-10,"2 500,00 $", 
402201817,2023-02-09,"1 000,00 $", 
402195367,2023-02-07,"5 000,00 $",Une demande de réexamen a été reçue le 6 mars 2023. La décision du Bureau de réexamen a été rendue le 7 février 2024. La sanction administrative pécuniaire est maintenue. Une requête au Tribunal administratif du Québec a été déposée le 16 février 2024. 
402207643,2023-02-07,"5 000,00 $", 
402185381,2023-02-07,"10 000,00 $", 
402199282,2023-02-07,"2 500,00 $", 
402148560,2023-02-07,"2 500,00 $", 
402199465,2023-02-06,"5 000,00 $", 
402197249,2023-02-06,"2 500,00 $", 
402198682,2023-02-06,"1 000,00 $",Une demande de réexamen a été reçue le 6 mars 2023. La décision du Bureau de réexamen a été rendue le 10 novembre 2023. La sanction administrative pécuniaire est maintenue. 
402178177,2023-02-06,"10 000,00 $",Une demande de réexamen a été reçue le 10 février 2023. La décision du Bureau de réexamen a été rendue le 23 juillet 2024. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 19 août 2024. 
402176755,2023-02-02,"1 500,00 $", 
402184064,2023-02-02,"2 500,00 $", 
402184271,2023-02-02,"2 500,00 $", 
402192475,2023-02-02,"750,00 $",Une demande de réexamen a été reçue le 3 mars 2023. La décision du Bureau de réexamen a été rendue le 30 janvier 2024. La sanction administrative pécuniaire est maintenue.  
402177749,2023-02-02,"5 000,00 $",Une demande de réexamen a été reçue le 2 mars 2023. La décision du Bureau de réexamen a été rendue le 4 décembre 2023. La sanction administrative pécuniaire est maintenue. 
402194271,2023-02-02,"1 000,00 $", 
402198815,2023-02-01,"5 000,00 $", 
402184017,2023-02-01,"5 000,00 $",Une demande de réexamen a été reçue le 16 mars 2023. La décision du Bureau de réexamen a été rendue le 26 avril 2023. La demande de réexamen hors délai peut être admise. 
402195627,2023-01-27,"750,00 $", 
402159775,2023-01-25,"10 000,00 $", 
402050214,2023-01-25,"10 000,00 $",Une demande de réexamen a été reçue le 27 février 2023. La décision du Bureau de réexamen a été rendue le 16 janvier 2024. La sanction administrative pécuniaire est maintenue.  
402186648,2023-01-25,"10 000,00 $", 
402181680,2023-01-25,"7 500,00 $",Une demande de réexamen a été reçue le 14 février 2023. La décision du Bureau de réexamen a été rendue le 20 décembre 2023. La sanction administrative pécuniaire est maintenue. 
402192443,2023-01-25,"5 000,00 $", 
402154556,2023-01-24,"3 500,00 $",Une demande de réexamen a été reçue le 22 février 2023. La décision du Bureau de réexamen a été rendue le 3 janvier 2024. La sanction administrative pécuniaire est maintenue. 
402150306,2023-01-24,"3 500,00 $", 
402189075,2023-01-24,"5 000,00 $",Une demande de réexamen a été reçue le 13 février 2023. La décision du Bureau de réexamen a été rendue le 8 février 2024. La sanction administrative pécuniaire est maintenue.  
402166110,2023-01-24,"5 000,00 $",Une demande de réexamen a été reçue le 15 février 2023. La décision du Bureau de réexamen a été rendue le 13 juin 2024. La sanction administrative pécuniaire est maintenue.  
402174699,2023-01-24,"3 500,00 $", 
402186569,2023-01-24,"3 500,00 $", 
402190454,2023-01-23,"3 500,00 $", 
402191862,2023-01-20,"10 000,00 $",Une demande de réexamen a été reçue le 21 avril 2023. La décision du Bureau de réexamen a été rendue le 8 mai 2023. La demande de réexamen hors délai peut être admise. Désistement de la demande de réexamen le 30 avril 2024. La sanction administrative pécuniaire est maintenue. 
402191388,2023-01-20,"2 500,00 $", 
402194352,2023-01-18,"1 000,00 $", 
402194810,2023-01-17,"3 500,00 $", 
402194246,2023-01-16,"5 000,00 $", 
402189392,2023-01-13,"10 000,00 $", 
402189421,2023-01-13,"2 500,00 $", 
402189674,2023-01-12,"5 000,00 $", 
402192855,2023-01-12,"5 000,00 $",Une demande de réexamen a été reçue le 19 février 2023. La décision du Bureau de réexamen a été rendue le 1er mai 2024. La sanction administrative pécuniaire est maintenue. 
402174610,2023-01-11,"2 500,00 $", 
402176505,2023-01-11,"5 000,00 $", 
402194811,2023-01-10,"5 000,00 $", 
402190675,2023-01-09,"2 500,00 $", 
402195020,2023-01-06,"2 500,00 $", 
402185261,2022-12-22,"5 000,00 $",Une demande de réexamen a été reçue le 17 janvier 2023. La décision du Bureau de réexamen a été rendue le 10 janvier 2024. La sanction administrative pécuniaire est maintenue.  
402172740,2022-12-21,"2 500,00 $",Une demande de réexamen a été reçue le 17 janvier 2023. La décision du Bureau de réexamen a été rendue le 10 octobre 2023. La sanction administrative pécuniaire est maintenue. 
402183774,2022-12-20,"10 000,00 $", 
402185223,2022-12-20,"2 500,00 $",Une demande de réexamen a été reçue le 7 février 2023. La décision du Bureau de réexamen a été rendue le 14 mars 2023. La demande de réexamen hors délai peut être admise. La décision du Bureau de réexamen a été rendue le 30 avril 2024. La sanction administrative pécuniaire est maintenue. 
402193480,2022-12-20,"2 500,00 $", 
402191417,2022-12-20,"1 000,00 $", 
402177679,2022-12-20,"1 000,00 $", 
402151752,2022-12-19,"1 500,00 $", 
402189474,2022-12-19,"7 500,00 $", 
402175404,2022-12-16,"2 500,00 $", 
402181459,2022-12-16,"1 000,00 $", 
402153960,2022-12-16,"10 000,00 $", 
402177632,2022-12-15,"500,00 $", 
402185863,2022-12-15,"5 000,00 $",Une demande de réexamen a été reçue le 12 janvier 2023. La décision du Bureau de réexamen a été rendue le 24 octobre 2023. La sanction administrative pécuniaire est maintenue. 
402189572,2022-12-15,"1 500,00 $",Une demande de réexamen a été reçue le 6 janvier 2023. La décision du Bureau de réexamen a été rendue le 26 octobre 2023. La sanction administrative pécuniaire est maintenue. 
402178615,2022-12-15,"1 500,00 $", 
402179924,2022-12-14,"1 000,00 $", 
402189918,2022-12-13,"1 000,00 $", 
402182756,2022-12-13,"1 000,00 $", 
402192333,2022-12-12,"5 000,00 $", 
402184473,2022-12-12,"5 000,00 $",Une demande de réexamen a été reçue le 12 décembre 2023. La décision du Bureau de réexamen a été rendue le 20 septembre 2023. La sanction administrative pécuniaire est maintenue.   
402187957,2022-12-12,"2 500,00 $", 
402145410,2022-12-12,"5 000,00 $", 
402187276,2022-12-07,"3 500,00 $", 
402119252,2022-12-07,"5 000,00 $", 
402187374,2022-12-06,"5 000,00 $",Une demande de réexamen a été reçue le 12 janvier 2023. La décision du Bureau de réexamen a été rendue le 4 décembre 2023. La sanction administrative pécuniaire est maintenue. Une requête au Tribunal administratif du Québec a été déposée le 9 février 2024. 
402169761,2022-12-06,"5 000,00 $",Une demande de réexamen a été reçue le 7 février 2023. La décision du Bureau de réexamen a été rendue le 8 mars 2023. La demande de réexamen hors délai ne peut être admise. La sanction administrative pécuniaire est maintenue.  
402101089,2022-12-06,"5 000,00 $", 
402180375,2022-12-06,"5 000,00 $", 
402181932,2022-12-06,"5 000,00 $", 
402174591,2022-12-06,"5 000,00 $",Une demande de réexamen a été reçue le 9 janvier 2023. La décision du Bureau de réexamen a été rendue le 31 janvier 2024. La sanction administrative pécuniaire est annulée.  
402174537,2022-12-06,"5 000,00 $",Une demande de réexamen a été reçue le 10 janvier 2023. La décision du Bureau de réexamen a été rendue le 31 janvier 2024. La sanction administrative pécuniaire est annulée.  
402186314,2022-12-05,"5 000,00 $",Une demande de réexamen a été reçue le 20 décembre 2022. La décision du Bureau de réexamen a été rendue le 20 septembre 2023. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 1er décembre 2023. La décision du Tribunal administratif du Québec a été rendue le 27 août 2024. La sanction administrative pécuniaire est maintenue.  
402194188,2022-12-01,"3 500,00 $", 
402175487,2022-12-01,"5 000,00 $",Une demande de réexamen a été reçue le 29 décembre 2022. La décision du Bureau de réexamen a été rendue le 20 septembre 2023. La sanction administrative pécuniaire est maintenue.   
402182924,2022-12-01,"5 000,00 $", 
402171607,2022-11-30,"10 000,00 $",Une demande de réexamen a été reçue le 9 décembre 2022. Désistement de la demande au Bureau de réexamen le 21 décembre 2022. La sanction administrative pécuniaire est maintenue.  
402179613,2022-11-28,"5 000,00 $", 
402188127,2022-11-24,"5 000,00 $", 
402179284,2022-11-24,"7 500,00 $", 
402175814,2022-11-24,"5 000,00 $", 
402184415,2022-11-24,"2 500,00 $", 
402184452,2022-11-23,"1 000,00 $", 
402187009,2022-11-21,"1 000,00 $", 
402180544,2022-11-21,"1 000,00 $",Une demande de réexamen a été reçue le 15 décembre 2022. La décision du Bureau de réexamen a été rendue le 22 novembre 2023. La sanction administrative pécuniaire est maintenue. 
402172280,2022-11-17,"5 000,00 $",Une demande de réexamen a été reçue le 25 novembre 2022. La décision du Bureau de réexamen a été rendue le 21 septembre 2023. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 6 novembre 2023. La décision du Tribunal administratif du Québec a été rendue le 22 juillet 2024. La sanction administrative pécuniaire est maintenue.  
402176861,2022-11-17,"2 000,00 $",Une demande de réexamen a été reçue le 12 décembre 2022. La décision du Bureau de réexamen a été rendue le 30 janvier 2024. La sanction administrative pécuniaire est maintenue. Une requête au Tribunal administratif du Québec a été déposée le 12 mars 2024.  
402116635,2022-11-17,"5 000,00 $",Une demande de réexamen a été reçue le 19 décembre 2022. La décision du Bureau de réexamen a été rendue le 5 octobre 2023. La sanction administrative pécuniaire est maintenue. 
402164168,2022-11-17,"2 000,00 $", 
402176939,2022-11-17,"1 000,00 $",Une demande de réexamen a été reçue le 12 décembre 2022. La décision du Bureau de réexamen a été rendue le 30 janvier 2024. La sanction administrative pécuniaire est maintenue. Une requête au Tribunal administratif du Québec a été déposée le 12 mars 2024.  
402170222,2022-11-16,"1 000,00 $", 
402171205,2022-11-15,"1 000,00 $", 
402176261,2022-11-15,"1 000,00 $", 
402159755,2022-11-15,"5 000,00 $", 
402176354,2022-11-14,"1 000,00 $", 
402158390,2022-11-14,"5 000,00 $", 
402180184,2022-11-11,"3 500,00 $", 
402177088,2022-11-10,"5 000,00 $", 
402167869,2022-11-09,"5 000,00 $", 
402176506,2022-11-09,"10 000,00 $", 
402180189,2022-11-09,"5 000,00 $", 
402173265,2022-11-09,"5 000,00 $", 
402172707,2022-11-09,"5 000,00 $",Une demande de réexamen a été reçue le 18 novembre 2022. La décision du Bureau de réexamen a été rendue le 26 octobre 2023. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 3 janvier 2024.  
402174709,2022-11-07,"1 500,00 $", 
402171410,2022-11-07,"1 000,00 $", 
402153673,2022-11-03,"5 000,00 $", 
402175350,2022-11-01,"1 000,00 $", 
402156302,2022-11-01,"750,00 $",Une demande de réexamen a été reçue le 29 novembre 2022. La décision du Bureau de réexamen a été rendue le 14 septembre 2023. La sanction administrative pécuniaire est maintenue.   
402147258,2022-10-31,"1 000,00 $", 
402177118,2022-10-31,"2 000,00 $", 
402174834,2022-10-31,"5 000,00 $", 
402179260,2022-10-31,"5 000,00 $",Une demande de réexamen a été reçue le 14 novembre 2022. La décision du Bureau de réexamen a été rendue le 10 mai 2024. La sanction administrative pécuniaire est annulée.  
402168007,2022-10-28,"5 000,00 $", 
402167973,2022-10-28,"5 000,00 $", 
402175527,2022-10-28,"1 000,00 $",Une demande de réexamen a été reçue 23 novembre 2022. La décision du Bureau de réexamen a été rendue le 8 février 2024. La sanction administrative pécuniaire est maintenue.  
402175391,2022-10-28,"5 000,00 $", 
402173286,2022-10-27,"750,00 $",Une demande de réexamen a été reçue le 15 novembre 2022. La décision du Bureau de réexamen a été rendue le 16 août 2023. La sanction administrative pécuniaire est maintenue.  
402174603,2022-10-27,"5 000,00 $", 
402175143,2022-10-26,"1 500,00 $", 
402163426,2022-10-26,"1 500,00 $", 
402163427,2022-10-26,"1 500,00 $", 
402178367,2022-10-26,"5 000,00 $",Une demande de réexamen a été reçue le 21 novembre 2022. La décision du Bureau de réexamen a été rendue le 10 août 2023. La sanction administrative pécuniaire est annulée.  
402163431,2022-10-26,"1 500,00 $", 
402165793,2022-10-25,"5 000,00 $",Une demande de réexamen a été reçue le 8 novembre 2022. La décision du Bureau de réexamen a été rendue le 17 août 2023. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 19 septembre 2023.  
402165713,2022-10-25,"10 000,00 $",Une demande de réexamen hors délai a été reçue le 26 septembre 2023. La décision du Bureau de réexamen a été rendue le 28 mars 2024. La demande de réexamen a été admise. La décision du Bureau de réexamen a été rendue le 26 septembre 2024. La sanction administrative pécuniaire est maintenue. 
402165780,2022-10-25,"5 000,00 $",Une demande de réexamen a été reçue le 3 novembre 2022. La décision du Bureau de réexamen a été rendue le 6 septembre 2023. La sanction administrative pécuniaire est maintenue.   Une requête a été déposée au Tribunal administratif du Québec le 5 octobre 2023.  
402165747,2022-10-25,"2 000,00 $", 
402163272,2022-10-20,"5 000,00 $", 
402129169,2022-10-19,"2 500,00 $", 
402110460,2022-10-18,"1 000,00 $", 
402156098,2022-10-17,"10 000,00 $", 
402161012,2022-10-17,"5 000,00 $",La décision du Bureau de réexamen a été rendue le 16 novembre 2023. La sanction administrative pécuniaire est confirmée. Le montant est modifié de 5 000 $ à 1 000 $. Une requête a été déposée au Tribunal administratif du Québec le 3 janvier 2024.  
402177135,2022-10-17,"2 500,00 $", 
402154330,2022-10-17,"10 000,00 $", 
402160488,2022-10-13,"5 000,00 $", 
402153559,2022-10-13,"1 000,00 $", 
402163631,2022-10-12,"1 000,00 $", 
402163536,2022-10-12,"5 000,00 $", 
402143054,2022-10-07,"5 000,00 $", 
402175753,2022-10-07,"1 000,00 $",Une demande de réexamen a été reçue le 21 octobre 2022. La décision du Bureau de réexamen a été rendue le 12 février 2024. La sanction administrative pécuniaire est maintenue.  
402103215,2022-10-06,"1 000,00 $", 
402162663,2022-10-05,"1 000,00 $",Une demande de réexamen a été reçue le 2 novembre 2022. La décision du Bureau de réexamen a été rendue le 17 juillet 2023. La sanction administrative pécuniaire est maintenue.  
402140332,2022-10-04,"5 000,00 $", 
402131568,2022-10-04,"10 000,00 $",Une demande de réexamen a été reçue le 25 octobre 2022.  
402167021,2022-10-04,"5 000,00 $", 
402134382,2022-10-04,"2 500,00 $",Une demande de réexamen a été reçue le 4 novembre 2022. La décision du Bureau de réexamen a été rendue le 16 août 2023. La sanction administrative pécuniaire est maintenue.  
402152844,2022-10-04,"5 000,00 $",Une demande de réexamen a été reçue le 3 novembre 2022. La décision du Bureau de réexamen a été rendue le 22 novembre 2023. La sanction administrative pécuniaire est annulée. 
402152845,2022-10-03,"1 500,00 $", 
402159990,2022-09-29,"7 500,00 $", 
402156733,2022-09-27,"500,00 $", 
402166467,2022-09-27,"10 000,00 $", 
402150776,2022-09-26,"5 000,00 $",Une demande de réexamen a été reçue le 20 octobre 2022. La décision du Bureau de réexamen a été rendue le 13 juillet 2023. La sanction administrative pécuniaire est maintenue.  
402149363,2022-09-26,"2 500,00 $", 
402152985,2022-09-26,"2 500,00 $", 
402146353,2022-09-22,"2 500,00 $", 
402152584,2022-09-22,"2 500,00 $", 
402098301,2022-09-21,"2 500,00 $", 
402168915,2022-09-21,"5 000,00 $", 
402172460,2022-09-21,"1 000,00 $", 
402110837,2022-09-16,"5 000,00 $",Une demande de réexamen a été reçue le 26 septembre 2022. La décision du Bureau de réexamen a été rendue le 17 juillet 2023. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 24 août 2023.  
402164420,2022-09-14,"1 500,00 $", 
402161914,2022-09-14,"1 500,00 $", 
402164088,2022-09-14,"1 500,00 $", 
402164963,2022-09-14,"3 500,00 $", 
402172925,2022-09-13,"10 000,00 $",Une demande de réexamen a été reçue le 28 septembre 2022. La décision du Bureau de réexamen a été rendue le 10 novembre 2023. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 11 décembre 2023. 
402169675,2022-09-12,"2 500,00 $", 
402130667,2022-09-12,"5 000,00 $", 
402144454,2022-09-12,"5 000,00 $",Une demande de réexamen a été reçue le 7 décembre 2022. La décision du Bureau de réexamen a été rendue le 14 décembre 2022. La demande de réexamen hors délai ne peut être admise. La sanction administrative pécuniaire est maintenue.  
402119328,2022-09-07,"7 500,00 $", 
402158678,2022-09-07,"5 000,00 $", 
402150444,2022-09-06,"2 500,00 $",Une demande de réexamen a été reçue le 3 octobre 2022. La décision du Bureau de réexamen a été rendue le 10 août 2023. La sanction administrative pécuniaire est maintenue.  
402139503,2022-09-02,"10 000,00 $", 
402155463,2022-09-01,"5 000,00 $",Une demande de réexamen a été reçue le 28 septembre 2022. La décision du Bureau de réexamen a été rendue le 31 juillet 2023. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 12 septembre 2023.  
402014723,2022-09-01,"1 000,00 $", 
402161847,2022-08-31,"1 000,00 $",Une demande de réexamen a été reçue le 27 septembre 2022. La décision du Bureau de réexamen a été rendue le 27 septembre 2023. La sanction administrative pécuniaire est maintenue.   
402168885,2022-08-31,"1 000,00 $", 
402087837,2022-08-31,"3 500,00 $", 
402164913,2022-08-31,"1 500,00 $", 
402164692,2022-08-31,"1 500,00 $", 
402092564,2022-08-31,"5 000,00 $",Une demande de réexamen a été reçue le 23 septembre 2022. La décision du Bureau de réexamen a été rendue le 17 juillet 2023. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le11 août 2023.  
402160492,2022-08-25,"1 000,00 $", 
402163962,2022-08-24,"7 500,00 $",La demande de réexamen a été reçue le 21 septembre 2022. La décision du Bureau de réexamen a été rendue le 9 juin 2023. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 11 juillet 2023.  
402164719,2022-08-24,"5 000,00 $", 
402141731,2022-08-23,"2 000,00 $", 
402144710,2022-08-23,"5 000,00 $", 
402163239,2022-08-23,"2 500,00 $", 
402133605,2022-08-23,"10 000,00 $",Une demande de réexamen a été reçue le 22 septembre 2022. La décision du Bureau de réexamen a été rendue le 15 juin 2023. La sanction administrative pécuniaire est maintenue.  
402151209,2022-08-18,"750,00 $",Une demande de réexamen a été reçue le 15 septembre 2022. La décision du Bureau de réexamen a été rendue le 8 juin 2023. La sanction administrative pécuniaire est maintenue.  
402107839,2022-08-18,"1 500,00 $", 
402136325,2022-08-17,"5 000,00 $",Une demande de réexamen a été reçue le 16 septembre 2022. La décision du Bureau de réexamen a été rendue le 10 juillet 2023. La sanction administrative pécuniaire est maintenue.  
402155247,2022-08-12,"5 000,00 $",Une demande de réexamen a été reçue le 1 septembre 2022. La décision du Bureau de réexamen a été rendue le 8 juin 2023. La sanction administrative pécuniaire est maintenue.  
402142246,2022-08-12,"5 000,00 $",Une demande de réexamen a été reçue le 13 septembre 2022. Désistement de la demande de réexamen le 8 mars 2023. La sanction administrative pécuniaire est maintenue.  
402107837,2022-08-09,"2 500,00 $", 
402120463,2022-08-09,"5 000,00 $",Une demande de réexamen a été reçue le 7 octobre 2022. La décision du Bureau de réexamen a été rendue le 31 octobre 2022. La demande de réexamen hors délai ne peut être admise. La sanction administrative pécuniaire est maintenue.  
402082243,2022-08-04,"2 500,00 $", 
402051817,2022-08-03,"1 000,00 $",Une demande de réexamen a été reçue le 8 septembre 2022. La décision du Bureau de réexamen a été rendue le 17 janvier 2024. La sanction administrative pécuniaire est maintenue. Une requête au Tribunal administratif du Québec a été déposée le 28 février 2024. 
402140153,2022-07-29,"10 000,00 $", 
402160385,2022-07-29,"1 000,00 $", 
402149783,2022-07-29,"750,00 $", 
402141784,2022-07-29,"10 000,00 $", 
402160519,2022-07-29,"2 500,00 $", 
402152992,2022-07-29,"2 500,00 $",Une demande de réexamen a été reçue le 26 août 2022. La décision du Bureau de réexamen a été rendue le 6 septembre 2023. La sanction administrative pécuniaire est maintenue.   
402134306,2022-07-27,"2 500,00 $",Une demande de réexamen a été reçue le 3 novembre 2022. La décision du Bureau de réexamen a été rendue le 7 novembre 2022. La demande de réexamen hors délai ne peut être admise. La sanction administrative pécuniaire est maintenue.  
402109390,2022-07-27,"5 000,00 $",Une demande de réexamen a été reçue le 23 août 2022. La décision du Bureau de réexamen a été rendue le 7 août 2023. La sanction administrative pécuniaire est maintenue.  
402130632,2022-07-22,"2 500,00 $", 
402150227,2022-07-22,"5 000,00 $", 
402104025,2022-07-20,"3 500,00 $", 
402122277,2022-07-20,"7 500,00 $",Une demande de réexamen a été reçue le 17 janvier 2023. La décision du Bureau de réexamen a été rendue le 24 octobre 2023. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 28 novembre 2023. La décision du Tribunal administratif du Québec a été rendue le 23 septembre 2024. La sanction administrative pécuniaire est maintenue.  
402118987,2022-07-19,"10 000,00 $", 
402150134,2022-07-19,"500,00 $", 
402150297,2022-07-18,"2 500,00 $", 
402124449,2022-07-15,"5 000,00 $", 
402144242,2022-07-15,"5 000,00 $", 
402137551,2022-07-14,"5 000,00 $", 
402107832,2022-07-13,"10 000,00 $", 
402119668,2022-07-13,"5 000,00 $",Une demande de réexamen a été reçue le 3 octobre 2022.  
402095952,2022-07-13,"3 500,00 $", 
402136934,2022-07-13,"10 000,00 $",Une demande de réexamen a été reçue le 9 août 2022.La décision du Bureau de réexamen a été rendue le 23 mai 2023. La sanction administrative pécuniaire est maintenue.  
402124097,2022-07-13,"5 000,00 $", 
402141286,2022-07-12,"5 000,00 $",Une demande de réexamen a été reçue le 29 août 2022. La décision du Bureau de réexamen a été rendue le 8 septembre 2022. La demande de réexamen hors délai ne peut être admise. La sanction administrative pécuniaire est maintenue.  
402140069,2022-07-12,"5 000,00 $",Une demande de réexamen a été reçue le 15 septembre 2022. La décision du Bureau de réexamen a été rendue le 27 octobre 2022. La demande de réexamen hors délai ne peut être admise. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 28 novembre 2022. La décision du Tribunal administratif du Québec a été rendue le 12 septembre 2023. La sanction administrative pécuniaire est maintenue. Une requête en révision a été déposée au Tribunal administratif du Québec le 17 octobre 2023. La décision du Tribunal administratif du Québec en révision a été rendue le 24 juillet 2024. La sanction administrative pécuniaire est maintenue.   
402123057,2022-07-11,"7 500,00 $", 
402149492,2022-07-11,"1 000,00 $", 
402129964,2022-07-11,"1 000,00 $", 
402112004,2022-07-08,"3 500,00 $", 
402122022,2022-07-07,"2 500,00 $",Une demande de réexamen a été reçue le 15 juillet 2022. La décision du Bureau de réexamen a été rendue le 29 mai 2023. La sanction administrative pécuniaire est maintenue.  
402131165,2022-07-07,"2 500,00 $", 
402132595,2022-07-06,"10 000,00 $",Une demande de réexamen a été reçue le 4 août 2022. La décision du Bureau de réexamen a été rendue le 21 juin 2023. La sanction administrative pécuniaire est annulée. 
402114729,2022-07-06,"5 000,00 $", 
402099397,2022-07-06,"7 500,00 $",Une demande de réexamen a été reçue le 19 juillet 2022. La décision du Bureau de réexamen a été rendue le 25 juillet 2023. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 21 août 2023.  
402119978,2022-07-05,"2 500,00 $", 
402139258,2022-07-05,"1 000,00 $", 
402141172,2022-06-29,"5 000,00 $", 
402112017,2022-06-28,"3 500,00 $",Une demande de réexamen a été reçue le20 juillet 2022. La décision du Bureau de réexamen a été rendue le 20 mars 2023. La sanction administrative pécuniaire est maintenue. 
402110673,2022-06-28,"5 000,00 $",Une demande de réexamen a été reçue le 14 juillet 2022. La décision du Bureau de réexamen a été rendue le 26 avril 2023. La sanction administrative pécuniaire est maintenue.  
402089221,2022-06-28,"3 500,00 $", 
402146531,2022-06-28,"1 000,00 $", 
402098919,2022-06-27,"5 000,00 $", 
402109923,2022-06-23,"5 000,00 $",Une demande de réexamen a été reçue le 20 juillet 2022. La décision du Bureau de réexamen a été rendue le 23 mai 2023. La sanction administrative pécuniaire est maintenue.  
402124464,2022-06-21,"5 000,00 $", 
402129342,2022-06-21,"5 000,00 $", 
402129832,2022-06-21,"5 000,00 $",Une demande de réexamen a été reçue le 13 juillet 2022. La décision du Bureau de réexamen a été rendue le 6 avril 2023. La sanction administrative pécuniaire est maintenue. 
402126644,2022-06-21,"5 000,00 $", 
402139669,2022-06-21,"1 000,00 $", 
402121384,2022-06-21,"5 000,00 $", 
402091128,2022-06-20,"5 000,00 $",Une demande de réexamen a été reçue le 21 juillet 2022. La décision du Bureau de réexamen a été rendue le 9 juin 2023. La sanction administrative pécuniaire est maintenue.  
402124401,2022-06-20,"5 000,00 $",Une demande de réexamen a été reçue le 14 septembre 2022. La décision du Bureau de réexamen a été rendue le 30 septembre 2022. La demande de réexamen hors délai peut être admise. La décision du Bureau de réexamen a été rendue le 8 juin 2023. La sanction administrative pécuniaire est maintenue.  
402108467,2022-06-20,"1 000,00 $", 
402143408,2022-06-20,"500,00 $", 
402128756,2022-06-20,"1 000,00 $", 
402135063,2022-06-17,"1 000,00 $", 
402114525,2022-06-17,"5 000,00 $", 
402055354,2022-06-16,"2 000,00 $", 
